year,month,flagWkday1Sat0,flagAmPmMd,count,loc,boroughBridgeName,flagBroroughBridge,onStreet,from,to,END
2012,09,1,a,619,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2012,09,1,a,614,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2012,09,1,a,6,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2012,09,1,a,104,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2012,09,1,a,374,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2012,09,1,a,107,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2012,09,1,a,529,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2012,09,1,a,272,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2012,09,1,a,258,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2012,09,1,a,325,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2012,09,1,a,418,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2012,09,1,a,202,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2012,09,1,a,134,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2012,09,1,a,6,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2012,09,1,a,102,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2012,09,1,p,4315,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2012,09,1,p,4099,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2012,09,1,p,10486,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2012,09,1,p,3500,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2012,09,1,p,3140,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2012,09,1,p,1743,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2012,09,1,p,7500,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2012,09,1,p,5398,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2012,09,1,p,4864,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2012,09,1,p,3255,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2012,09,1,p,4019,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2012,09,1,p,5237,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2012,09,1,p,1182,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2012,09,1,p,6429,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2012,09,1,p,5272,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2012,09,1,p,4452,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2012,09,1,p,3066,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2012,09,1,p,4402,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2012,09,1,p,1623,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2012,09,1,p,1554,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2012,09,1,p,4044,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2012,09,1,p,1723,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2012,09,1,p,9605,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2012,09,1,p,4250,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2012,09,1,p,1249,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2012,09,1,p,7426,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2012,09,1,p,5673,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2012,09,1,p,4532,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2012,09,1,p,2223,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2012,09,1,p,1260,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2012,09,1,p,3388,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2012,09,1,p,3396,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2012,09,1,p,303,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2012,09,1,p,1371,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2012,09,1,p,6257,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2012,09,1,p,12183,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2012,09,1,p,8696,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2012,09,1,p,10981,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2012,09,1,p,3898,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2012,09,1,p,4262,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2012,09,1,p,13560,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2012,09,1,p,16933,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2012,09,1,p,6025,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2012,09,1,p,18303,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2012,09,1,p,22800,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2012,09,1,p,5951,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2012,09,1,p,9180,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2012,09,1,p,7767,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2012,09,1,p,12345,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2012,09,1,p,3899,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2012,09,1,p,28208,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2012,09,1,p,4897,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2012,09,1,p,11023,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2012,09,1,p,8851,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2012,09,1,p,9462,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2012,09,1,p,6921,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2012,09,1,p,26865,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2012,09,1,p,14127,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2012,09,1,p,10003,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2012,09,1,p,5238,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2012,09,1,p,11225,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2012,09,1,p,11630,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2012,09,1,p,13358,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2012,09,1,p,9559,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2012,09,1,p,25523,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2012,09,1,p,18750,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2012,09,1,p,15077,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2012,09,1,p,13664,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2012,09,1,p,9893,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2012,09,1,p,494,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2012,09,1,p,5531,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2012,09,1,p,4761,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2012,09,1,p,8772,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2012,09,1,p,4530,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2012,09,1,p,1699,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2012,09,1,p,799,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2012,09,1,p,3427,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2012,09,1,p,535,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2012,09,1,p,2766,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2012,09,1,p,9346,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2012,09,1,p,1925,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2012,09,1,p,7948,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2012,09,1,p,139,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2012,09,1,p,2119,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2012,09,1,p,4588,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2012,09,1,p,2654,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2012,09,1,p,567,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2012,09,1,p,1058,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2012,09,1,p,1904,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2012,09,1,p,2286,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2012,09,1,p,4027,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2012,09,1,p,13446,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2012,09,1,p,5692,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2012,09,1,p,1975,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2012,09,1,p,1080,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2012,09,1,p,429,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2012,09,1,p,578,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2012,09,1,p,2113,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2012,09,1,p,161,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2012,09,1,p,1136,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2012,09,1,p,2947,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2012,09,1,p,41,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2012,09,1,p,305,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2012,09,1,p,776,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2012,09,1,p,278,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2012,09,1,p,1084,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2012,09,1,p,527,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2012,09,1,p,460,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2012,09,1,p,836,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2012,09,1,p,458,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2012,09,1,p,374,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2012,09,1,p,213,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2012,09,1,p,33,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2012,09,1,p,460,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2012,09,0,m,2276,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2012,09,0,m,1970,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2012,09,0,m,7421,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2012,09,0,m,1620,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2012,09,0,m,2273,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2012,09,0,m,1059,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2012,09,0,m,5012,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2012,09,0,m,3851,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2012,09,0,m,6325,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2012,09,0,m,2468,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2012,09,0,m,3058,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2012,09,0,m,4778,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2012,09,0,m,1469,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2012,09,0,m,5619,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2012,09,0,m,5747,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2012,09,0,m,2540,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2012,09,0,m,1755,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2012,09,0,m,3863,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2012,09,0,m,1842,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2012,09,0,m,1757,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2012,09,0,m,3530,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2012,09,0,m,1727,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2012,09,0,m,6033,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2012,09,0,m,4025,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2012,09,0,m,1117,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2012,09,0,m,2605,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2012,09,0,m,2766,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
2012,09,0,m,4419,28,Brooklyn,bo,Montague Street,Henry Street,Clinton Street,1
2012,09,0,m,1705,29,Brooklyn,bo,Myrtle Avenue,Vanderbilt Avenue,Clinton Avenue,1
2012,09,0,m,2572,30,Brooklyn,bo,Old Fulton Street,Elizabeth Place,Everit Place,1
2012,09,0,m,2534,31,Brooklyn,bo,Pitkin Avenue,Bristol Street,Hopkinson Avenue,1
2012,09,0,m,1825,32,Brooklyn,bo,Sheepshead Bay Road,East 14th Street ,East 15th Street,1
2012,09,0,m,493,33,Brooklyn,bo,VanBrunt Street,Beard Street,VanDike Street,1
2012,09,0,m,1406,34,Brooklyn,bo,Washington Street ,Front Street,Water Street,1
2012,09,0,m,1341,35,Manhattan,bo,Broad Street,Beaver Street,South William Street,1
2012,09,0,m,6297,36,Manhattan,bo,Broadway,Morris Street,Exchange Place,1
2012,09,0,m,6809,37,Manhattan,bo,Broadway,West 63rd Street,West 64th Street,1
2012,09,0,m,4144,38,Manhattan,bo,Chambers Street ,West Broadway,Greenwich Street,1
2012,09,0,m,4216,39,Manhattan,bo,Columbus Avenue,West 75th Street,West 76th Street,1
2012,09,0,m,3385,40,Manhattan,bo,Delancey Street,Orchard Street,Ludlow Street,1
2012,09,0,m,8102,41,Manhattan,bo,East 14th Street,Fifth Avenue,University Place,1
2012,09,0,m,6857,42,Manhattan,bo,East 42nd Street,Park Avenue,Lexington Avenue,1
2012,09,0,m,2600,43,Manhattan,bo,East 8th Street,University Place,Greene Street,1
2012,09,0,m,9065,44,Manhattan,bo,Eighth Avenue,West 44th Street,West 45th Street,1
2012,09,0,m,14405,45,Manhattan,bo,Fifth Avenue,East 54th Street,East 55th Street,1
2012,09,0,m,4342,46,Manhattan,bo,Forsyth Street,Canal Street,Division Street,1
2012,09,0,m,3327,47,Manhattan,bo,Fulton Street,Broadway,Nassau Street,1
2012,09,0,m,3652,48,Manhattan,bo,Fulton Street,Cliff Street,Pearl Street,1
2012,09,0,m,4900,49,Manhattan,bo,Lexington Avenue,East 57th Street,East 58th Street,1
2012,09,0,m,3283,50,Manhattan,bo,Madison Avenue,East 71st Street,East 72nd Street,1
2012,09,0,m,10690,51,Manhattan,bo,Seventh Avenue,West 32nd Street,West 33rd Street,1
2012,09,0,m,3033,52,Manhattan,bo,Trinity Place,Rector Street,Thames Street,1
2012,09,0,m,5284,53,Manhattan,bo,Wall Street,New Street,Nassau Street,1
2012,09,0,m,5540,54,Manhattan,bo,West 125th Street,Adam C. Powell Boulevard,Lenox Avenue,1
2012,09,0,m,5285,55,Manhattan,bo,West 14th Street,Hudson Street,Eighth Avenue,1
2012,09,0,m,7461,56,Manhattan,bo,West 181st Street,St. Nicholas Avenue,Wadsworth Avenue,1
2012,09,0,m,13036,57,Manhattan,bo,West 34th Street,Broadway,Seventh Avenue,1
2012,09,0,m,3055,58,Manhattan,bo,West 40th Street,Avenue of the Americas,Fifth Avenue,1
2012,09,0,m,2170,59,Manhattan,bo,West 47th Street,Avenue of the Americas,Fifth Avenue,1
2012,09,0,m,2767,60,Manhattan,bo,Second Avenue,50th Street,51st Street,1
2012,09,0,m,2933,61,Manhattan,bo,Third Avenue,50th Street,51st Street,1
2012,09,0,m,3781,62,Manhattan,bo,Lexington Avenue,50th Street,51st Street,1
2012,09,0,m,2125,63,Manhattan,bo,Park Avenue,50th Street,51st Street,1
2012,09,0,m,2740,64,Manhattan,bo,Madison Avenue,50th Street,51st Street,1
2012,09,0,m,16286,65,Manhattan,bo,Fifth Avenue,50th Street,51st Street,1
2012,09,0,m,5962,66,Manhattan,bo,Sixth Avenue,50th Street,51st Street,1
2012,09,0,m,6800,67,Manhattan,bo,Seventh Avenue,50th Street,51st Street,1
2012,09,0,m,7514,68,Manhattan,bo,Broadway,50th Street,51st Street,1
2012,09,0,m,5097,69,Manhattan,bo,Eighth Avenue,50th Street,51st Street,1
2012,09,0,m,832,70,Manhattan,bo,Hudson River Greenway,50th Street,51st Street,1
2012,09,0,m,3311,71,Queens,bo,165th Street,89th Avenue,Jamaica Avenue,1
2012,09,0,m,3605,72,Queens,bo,37th Avenue,73rd Street,74th Street,1
2012,09,0,m,6132,73,Queens,bo,82nd Street,37th Avenue,Roosevelt Avenue,1
2012,09,0,m,4376,74,Queens,bo,Austin Street,71st Ave,70th Road,1
2012,09,0,m,1265,75,Queens,bo,Bell Boulevard,40th Avenue,41st Avenue,1
2012,09,0,m,603,76,Queens,bo,Fresh Pond Road,Cypress Hills Street,70th Avenue,1
2012,09,0,m,1615,77,Queens,bo,Hillside Avenue,169th Street,170th Street,1
2012,09,0,m,198,78,Queens,bo,Jackson Avenue,Queens Street,42nd Road,1
2012,09,0,m,2423,79,Queens,bo,Jamaica Avenue,148th Street,149th Street,1
2012,09,0,m,7293,80,Queens,bo,Jamaica Avenue,162nd Street,Guy R. Brewer Boulevard,1
2012,09,0,m,1295,81,Queens,bo,Jamaica Avenue,86th Street,87th Street,1
2012,09,0,m,8447,82,Queens,bo,Main Street,37th Avenue,38th Avenue,1
2012,09,0,m,130,83,Queens,bo,Merrick Boulevard,108th Drive,169th Place,1
2012,09,0,m,1983,84,Queens,bo,Mott Avenue,Smith Place,Central Avenue,1
2012,09,0,m,3706,85,Queens,bo,Myrtle Avenue,Palmetto Street,Woodbine Street,1
2012,09,0,m,3476,86,Queens,bo,Myrtle Avenue,Weirfield Street,Centre Street,1
2012,09,0,m,327,87,Queens,bo,Northern Boulevard,50' East of 161st Street,,1
2012,09,0,m,1630,88,Queens,bo,Prince Street,37th Avenue,38th Avenue,1
2012,09,0,m,1188,89,Queens,bo,Queens Boulevard,50' East of 80th Road,,1
2012,09,0,m,2181,90,Queens,bo,Queens Boulevard,Woodhaven Boulevard,90th Street,1
2012,09,0,m,1811,91,Queens,bo,Queens Plaza North & South,Crescent Street,27th Street,1
2012,09,0,m,10237,92,Queens,bo,Roosevelt Avenue,Main Street,Union Street,1
2012,09,0,m,4250,93,Queens,bo,Steinway Street,31st Avenue,Broadway,1
2012,09,0,m,1038,94,Queens,bo,Sutphin Boulevard,89th Avenue,90th Avenue,1
2012,09,0,m,1051,95,Queens,bo,Yellowstone Boulevard,Queens Boulevard,Gerard Place,1
2012,09,0,m,215,96,Staten Island,bo,Forest Avenue,Regan Avenue,Davis Avenue,1
2012,09,0,m,719,97,Staten Island,bo,New Dorp Lane,Hylan Boulevard,Clawson Street,1
2012,09,0,m,943,98,Staten Island,bo,Pedestrian Walkway from Ferry Terminal,50' north of Richmond Terrace,,1
2012,09,0,m,113,99,Staten Island,bo,Richmond Hill Road,400' west of Richmond Terrace,,1
2012,09,0,m,559,100,Staten Island,bo,Victory Boulevard,Bay Street,Van Duzer Street,1
2012,09,0,m,2848,101,East River Bridges,br,Brooklyn Bridge,midpoint,,1
2012,09,0,m,8,102,East River Bridges,br,Manhattan Bridge - North Path,midpoint,,1
2012,09,0,m,274,103,East River Bridges,br,Manhattan Bridge - South Path,midpoint,,1
2012,09,0,m,720,104,East River Bridges,br,Williamsburg Bridge,midpoint,,1
2012,09,0,m,120,105,East River Bridges,br,Queensboro Bridge,midpoint,,1
2012,09,0,m,905,106,Harlem River Bridges,br,Broadway Bridge,midpoint,,1
2012,09,0,m,351,107,Harlem River Bridges,br,University Heights Bridge,midpoint,,1
2012,09,0,m,372,108,Harlem River Bridges,br,Macombs Dam Bridge,midpoint,,1
2012,09,0,m,497,109,Harlem River Bridges,br,145th Street Bridge,midpoint,,1
2012,09,0,m,170,110,Harlem River Bridges,br,Madison Avenue Bridge,midpoint,,1
2012,09,0,m,166,111,Harlem River Bridges,br,Third Avenue Bridge,midpoint,,1
2012,09,0,m,126,112,Harlem River Bridges,br,Willis Avenue Bridge,midpoint,,1
2012,09,0,m,15,113,Harlem River Bridges,br,Triborough Bridge (Manhattan span),midpoint,,1
2012,09,0,m,569,114,Harlem River Bridges,br,Wards Island Bridge,midpoint,,1
2013,05,1,a,1210,1,Bronx,bo,Broadway,West 231st Street,Naples Terrace,1
2013,05,1,a,2278,2,Bronx,bo,East 161st Street,Grand Concourse,Sheridan Avenue,1
2013,05,1,a,2710,3,Bronx,bo,East Fordham Road,Valentine Avenue,Tiebout Avenue,1
2013,05,1,a,2052,4,Bronx,bo,East Gun Hill Road,Bainbridge Avenue,Rochambeau Avenue,1
2013,05,1,a,1007,5,Bronx,bo,East Tremont Avenue,Prospect Avenue,Clinton Avenue,1
2013,05,1,a,912,6,Bronx,bo,Grand Concourse,East 164th Street,East 165th Street,1
2013,05,1,a,2097,7,Bronx,bo,Third Avenue,East 150th Street,East 151st Street,1
2013,05,1,a,1410,8,Bronx,bo,White Plains Road,Pelham Parkway South,Lydig Avenue,1
2013,05,1,a,1457,9,Brooklyn,bo,5th Avenue,51st Street,52nd Street,1
2013,05,1,a,688,10,Brooklyn,bo,5th Avenue,Union Street ,President Street,1
2013,05,1,a,2917,11,Brooklyn,bo,7th Avenue ,9th Street,8th Street,1
2013,05,1,a,1406,12,Brooklyn,bo,86th Street,4th Avenue,5th Avenue,1
2013,05,1,a,442,13,Brooklyn,bo,Atlantic Avenue,Boerum Place,Smith Street,1
2013,05,1,a,2300,14,Brooklyn,bo,Bedford Avenue,North 7th Street,North 6th Street,1
2013,05,1,a,1515,15,Brooklyn,bo,Brighton Beach Avenue,Brighton 4th Street,Brighton 5th Street,1
2013,05,1,a,2557,16,Brooklyn,bo,Church Avenue,Nostrand Avenue,East 31st Street,1
2013,05,1,a,2060,17,Brooklyn,bo,Cortelyou Road,Argyle Road,Rugby Road,1
2013,05,1,a,1687,18,Brooklyn,bo,Court Street,Atlantic Avenue,Pacific Street,1
2013,05,1,a,970,19,Brooklyn,bo,Eastern Parkway,Plaza Street East,Underhill Avenue,1
2013,05,1,a,312,20,Brooklyn,bo,Flatbush Avenue,Avenue U,Avenue V,1
2013,05,1,a,1068,21,Brooklyn,bo,Flatbush Avenue,Martense Street,Church Avenue,1
2013,05,1,a,527,22,Brooklyn,bo,Flatbush Avenue,St. Marks Avenue,Prospect Place,1
2013,05,1,a,1858,23,Brooklyn,bo,Fulton Street,Lawrence Street,Bridge Street,1
2013,05,1,a,818,24,Brooklyn,bo,Graham Avenue,Moore Street,Varet Street,1
2013,05,1,a,479,25,Brooklyn,bo,Grand Street,Manhattan Avenue,Graham Avenue,1
2013,05,1,a,3758,26,Brooklyn,bo,Jay Street,Willoughby Street,Metrotech Walk,1
2013,05,1,a,1552,27,Brooklyn,bo,Kings Highway,East 13th Street,East 14th Street,1
